SampleID	Location	Country	Year	Region
PA0399-C	Basse	Gambia	2014	east
PA0400-C	Basse	Gambia	2014	east
PA0401-C	Basse	Gambia	2014	east
PA0402-C	Basse	Gambia	2014	east
PA0403-C	Basse	Gambia	2014	east
PA0404-C	Basse	Gambia	2014	east
PA0405-C	Basse	Gambia	2014	east
PA0406-C	Basse	Gambia	2014	east
PA0407-C	Basse	Gambia	2014	east
PA0409-C	Basse	Gambia	2014	east
PA0411-C	Basse	Gambia	2014	east
PA0413-C	Basse	Gambia	2014	east
PA0414-C	Basse	Gambia	2014	east
PA0417-C	Basse	Gambia	2014	east
PA0419-C	Basse	Gambia	2014	east
PA0423-C	Basse	Gambia	2014	east
PA0424-C	Basse	Gambia	2014	east
PA0425-C	Basse	Gambia	2014	east
PA0431-C	Basse	Gambia	2014	east
PA0438-C	Brikama	Gambia	2014	west
PA0439-C	Brikama	Gambia	2014	west
PA0440-C	Brikama	Gambia	2014	west
PA0441-C	Brikama	Gambia	2014	west
PA0442-C	Brikama	Gambia	2014	west
PA0443-C	Brikama	Gambia	2014	west
PA0444-C	Brikama	Gambia	2014	west
PA0445-C	Brikama	Gambia	2014	west
PA0446-C	Brikama	Gambia	2014	west
PA0447-C	Brikama	Gambia	2014	west
PA0448-C	Brikama	Gambia	2014	west
PA0449-C	Brikama	Gambia	2014	west
PA0450-C	Brikama	Gambia	2014	west
PA0451-C	Brikama	Gambia	2014	west
PA0453-C	Brikama	Gambia	2014	west
PA0454-C	Brikama	Gambia	2014	west
PA0455-C	Brikama	Gambia	2014	west
PA0456-C	Brikama	Gambia	2014	west
PA0457-C	Brikama	Gambia	2014	west
PA0458-C	Brikama	Gambia	2014	west
PA0459-C	Brikama	Gambia	2014	west
PA0460-C	Brikama	Gambia	2014	west
PA0461-C	Brikama	Gambia	2014	west
PA0462-C	Brikama	Gambia	2014	west
PA0463-C	Brikama	Gambia	2014	west
PA0464-C	Brikama	Gambia	2014	west
PA0465-C	Brikama	Gambia	2014	west
PA0467-C	Brikama	Gambia	2014	west
PA0468-C	Brikama	Gambia	2014	west
PA0469-C	Brikama	Gambia	2014	west
PA0470-C	Brikama	Gambia	2014	west
PA0471-C	Brikama	Gambia	2014	west
PA0472-C	Brikama	Gambia	2014	west
PA0473-C	Brikama	Gambia	2014	west
PA0474-C	Brikama	Gambia	2014	west
PA0475-C	Brikama	Gambia	2014	west
PA0478-C	Brikama	Gambia	2014	west
PA0479-C	Brikama	Gambia	2014	west
PA0480-C	Brikama	Gambia	2014	west
PA0481-C	Brikama	Gambia	2014	west
PA0482-C	Brikama	Gambia	2014	west
PA0483-C	Brikama	Gambia	2014	west
PA0484-C	Brikama	Gambia	2014	west
PA0485-C	Brikama	Gambia	2014	west
PA0486-C	Brikama	Gambia	2014	west
PA0487-C	Brikama	Gambia	2014	west
PA0488-C	Brikama	Gambia	2014	west
PA0489-C	Brikama	Gambia	2014	west
PA0490-C	Brikama	Gambia	2014	west
PA0491-C	Brikama	Gambia	2014	west
PA0492-C	Brikama	Gambia	2014	west
PA0494-C	Brikama	Gambia	2014	west
PA0496-C	Brikama	Gambia	2014	west
PA0497-C	Brikama	Gambia	2014	west
PA0498-C	Brikama	Gambia	2014	west
PA0500-C	Brikama	Gambia	2014	west
PA0501-C	Brikama	Gambia	2014	west
PA0502-C	Brikama	Gambia	2014	west
PA0503-C	Brikama	Gambia	2014	west
PA0504-C	Brikama	Gambia	2014	west
PA0505-C	Brikama	Gambia	2014	west
PA0506-C	Basse	Gambia	2014	east
PA0507-C	Basse	Gambia	2014	east
PA0508-C	Basse	Gambia	2014	east
PA0513-C	Basse	Gambia	2014	east
PA0514-C	Basse	Gambia	2014	east
PA0516-C	Basse	Gambia	2014	east
PA0520-C	Basse	Gambia	2014	east
PA0521-C	Basse	Gambia	2014	east
PA0522-C	Basse	Gambia	2014	east
PA0523-C	Basse	Gambia	2014	east
PA0524-C	Basse	Gambia	2014	east
PA0525-C	Basse	Gambia	2014	east
PA0532-C	Basse	Gambia	2014	east
PA0534-C	Basse	Gambia	2014	east
PA0537-C	Basse	Gambia	2014	east
PA0540-C	Basse	Gambia	2014	east
PA0541-C	Basse	Gambia	2014	east
PA0542-C	Basse	Gambia	2014	east
PA0544-C	Basse	Gambia	2014	east
PA0550-C	Basse	Gambia	2014	east
PA0551-C	Basse	Gambia	2014	east
PA0554-C	Basse	Gambia	2014	east
PA0558-C	Basse	Gambia	2014	east
PA0561-C	Basse	Gambia	2014	east
PA0562-C	Basse	Gambia	2014	east
PA0563-C	Basse	Gambia	2014	east
PA0564-C	Basse	Gambia	2014	east
PA0572-C	Basse	Gambia	2014	east
PA0575-C	Basse	Gambia	2014	east
PA0576-C	Basse	Gambia	2014	east
PA0577-C	Basse	Gambia	2014	east
PA0586-C	Basse	Gambia	2014	east
PA0597-C	Basse	Gambia	2014	east
PA0599-C	Basse	Gambia	2014	east
PA0604-C	Basse	Gambia	2014	east
PA0617-C	Basse	Gambia	2014	east
PA0618-C	Basse	Gambia	2014	east
PA0619-C	Basse	Gambia	2014	east
PA0620-C	Basse	Gambia	2014	east
PA0621-C	Basse	Gambia	2014	east
PA0622-C	Basse	Gambia	2014	east
PA0625-C	Basse	Gambia	2014	east
PA0626-C	Basse	Gambia	2014	east
PA0627-C	Basse	Gambia	2014	east
PA0628-C	Basse	Gambia	2014	east
PA0629-C	Basse	Gambia	2014	east
PA0630-C	Basse	Gambia	2014	east
PA0631-C	Basse	Gambia	2014	east
PA0633-C	Basse	Gambia	2014	east
PA0636-C	Basse	Gambia	2014	east
PA0637-C	Basse	Gambia	2014	east
PA0638-C	Basse	Gambia	2014	east
PA0639-C	Basse	Gambia	2014	east
PA0641-C	Basse	Gambia	2014	east
PA0642-C	Basse	Gambia	2014	east
PA0643-C	Basse	Gambia	2014	east
PA0645-C	Basse	Gambia	2014	east
PA0649-C	Basse	Gambia	2014	east
PA0655-C	Basse	Gambia	2014	east
SenP005.02	Thies	Senegal	2002	sen
SenP008.04	Thies	Senegal	2004	sen
SenP011.02	Thies	Senegal	2002	sen
SenP019.04	Thies	Senegal	2004	sen
SenP027.02	Thies	Senegal	2002	sen
SenP031.01	Thies	Senegal	2001	sen
SenP051.02	Thies	Senegal	2002	sen
SenP060.02	Thies	Senegal	2002	sen
SenT001.08	Thies	Senegal	2008	sen
SenT002.07	Thies	Senegal	2007	sen
SenT002.09	Thies	Senegal	2009	sen
SenT004.10	Thies	Senegal	2010	sen
SenT008.10	Thies	Senegal	2010	sen
SenT009.10	Thies	Senegal	2010	sen
SenT015.11	Thies	Senegal	2011	sen
SenT021.09	Thies	Senegal	2009	sen
SenT022.11	Thies	Senegal	2011	sen
SenT024.10	Thies	Senegal	2010	sen
SenT025.10	Thies	Senegal	2010	sen
SenT026.10	Thies	Senegal	2010	sen
SenT029.09	Thies	Senegal	2009	sen
SenT032.09	Thies	Senegal	2009	sen
SenT033.09	Thies	Senegal	2009	sen
SenT036.10	Thies	Senegal	2010	sen
SenT040.11	Thies	Senegal	2011	sen
SenT044.10	Thies	Senegal	2010	sen
SenT044.11	Thies	Senegal	2011	sen
SenT045.10	Thies	Senegal	2010	sen
SenT045.11	Thies	Senegal	2011	sen
SenT046.10	Thies	Senegal	2010	sen
SenT046.11	Thies	Senegal	2011	sen
SenT058.10	Thies	Senegal	2010	sen
SenT058.11	Thies	Senegal	2011	sen
SenT061.09	Thies	Senegal	2009	sen
SenT064.10	Thies	Senegal	2010	sen
SenT067.11	Thies	Senegal	2011	sen
SenT074.10	Thies	Senegal	2010	sen
SenT075.10	Thies	Senegal	2010	sen
SenT077.11	Thies	Senegal	2011	sen
SenT078.10	Thies	Senegal	2010	sen
SenT080.10	Thies	Senegal	2010	sen
SenT081.10	Thies	Senegal	2010	sen
SenT082.10	Thies	Senegal	2010	sen
SenT084.10	Thies	Senegal	2010	sen
SenT085.10	Thies	Senegal	2010	sen
SenT086.09	Thies	Senegal	2009	sen
SenT086.10	Thies	Senegal	2010	sen
SenT087.09	Thies	Senegal	2009	sen
SenT090.09	Thies	Senegal	2009	sen
SenT092.08	Thies	Senegal	2008	sen
SenT097.09	Thies	Senegal	2009	sen
SenT097.11	Thies	Senegal	2011	sen
SenT105.07	Thies	Senegal	2007	sen
SenT111.09	Thies	Senegal	2009	sen
SenT112.09	Thies	Senegal	2009	sen
SenT113.09	Thies	Senegal	2009	sen
SenT114.09	Thies	Senegal	2009	sen
SenT117.08	Thies	Senegal	2008	sen
SenT119.09	Thies	Senegal	2009	sen
SenT123.09	Thies	Senegal	2009	sen
SenT124.10	Thies	Senegal	2010	sen
SenT124.11	Thies	Senegal	2011	sen
SenT125.11	Thies	Senegal	2011	sen
SenT127.09	Thies	Senegal	2009	sen
SenT128.08	Thies	Senegal	2008	sen
SenT128.09	Thies	Senegal	2009	sen
SenT129.11	Thies	Senegal	2011	sen
SenT130.09	Thies	Senegal	2009	sen
SenT133.11	Thies	Senegal	2011	sen
SenT135.09	Thies	Senegal	2009	sen
SenT136.09	Thies	Senegal	2009	sen
SenT136.11	Thies	Senegal	2011	sen
SenT137.09	Thies	Senegal	2009	sen
SenT142.09	Thies	Senegal	2009	sen
SenT142.11	Thies	Senegal	2011	sen
SenT143.09	Thies	Senegal	2009	sen
SenT148.09	Thies	Senegal	2009	sen
SenT149.09	Thies	Senegal	2009	sen
SenT150.09	Thies	Senegal	2009	sen
SenT151.09	Thies	Senegal	2009	sen
SenT165.09	Thies	Senegal	2009	sen
SenT166.09	Thies	Senegal	2009	sen
SenT170.08	Thies	Senegal	2008	sen
SenT179.08	Thies	Senegal	2008	sen
SenT181.10	Thies	Senegal	2010	sen
SenT185.10	Thies	Senegal	2010	sen
SenT190.09	Thies	Senegal	2009	sen
SenT230.08	Thies	Senegal	2008	sen
SenT231.08	Thies	Senegal	2008	sen
SenT232.08	Thies	Senegal	2008	sen
SenT233.08	Thies	Senegal	2008	sen
SenT236.08	Thies	Senegal	2008	sen
